id,url,label,title,created_time,last_activity_date
67057583,https://stackoverflow.com/questions/67057583/tff-modify-the-process-that-includes-an-initialization-and-iterated-computatio,['tensorflow-federated'],TFF : Modify the process that includes an initialization and iterated computation,2021-04-12 19:30:58,2021-05-25 19:22:34
69767043,https://stackoverflow.com/questions/69767043/trraining-submodel-instead-of-full-model-tensorflow-federated,"['python', 'tensorflow', 'tensorflow-federated']",Trraining submodel instead of full model Tensorflow Federated,2021-10-29 18:02:33,2021-11-02 05:50:02
55286731,https://stackoverflow.com/questions/55286731/what-is-the-recommended-way-to-mix-tensorflow-and-tensorflow-federated-code,"['python', 'tensorflow', 'tensorflow-federated']",What is the recommended way to mix TensorFlow and TensorFlow Federated code?,2019-03-22 02:09:56,2019-03-22 04:03:48
55959848,https://stackoverflow.com/questions/55959848/cannot-serialize-protocol-buffer-when-using-mobilenet-with-tensorflow-federated,"['python', 'tensorflow', 'keras', 'tensorflow-federated', 'mobilenet']",Cannot serialize protocol buffer when using MobileNet with Tensorflow Federated,2019-05-03 04:32:29,2020-02-14 12:55:49
56050014,https://stackoverflow.com/questions/56050014/operations-performed-on-the-communications-between-the-server-and-clients,"['tensorflow', 'tensorflow-federated', 'federated-learning']",Operations performed on the communications between the server and clients,2019-05-09 06:47:10,2020-12-14 01:21:36
57839097,https://stackoverflow.com/questions/57839097/are-there-any-way-to-do-federated-learning-with-real-multiple-machines-using-ten,"['tensorflow', 'tensorflow-federated']",Are there any way to do federated learning with real multiple machines using tensorflow-federated API?,2019-09-08 12:03:14,2019-10-30 15:37:21
58004272,https://stackoverflow.com/questions/58004272/is-there-a-reasonable-way-to-create-tff-clients-datat-sets,"['tensorflow-datasets', 'tensorflow-federated']",Is there a reasonable way to create tff clients datat sets?,2019-09-19 13:32:04,2020-05-08 17:20:08
59193069,https://stackoverflow.com/questions/59193069/mse-error-different-during-training-and-evaluation-in-tensorflow-federated,"['tensorflow', 'machine-learning', 'tensorflow2.0', 'tensorflow-federated', 'federated-learning']",MSE error different during training and evaluation in tensorflow federated,2019-12-05 18:27:07,2020-11-28 18:59:34
59741397,https://stackoverflow.com/questions/59741397/federated-learning-convert-my-own-image-dataset-into-tff-simulation-clientdata,"['python', 'tensorflow', 'keras', 'tensorflow-federated', 'federated-learning']",Federated learning : convert my own image dataset into tff simulation Clientdata,2020-01-15 04:33:42,2020-11-29 00:29:22
60194646,https://stackoverflow.com/questions/60194646/is-it-possible-to-train-a-neural-network-model-with-tensoflow-lite-or-any-other,"['deep-learning', 'tensorflow-federated']",Is it possible to TRAIN a neural network model with Tensoflow Lite/Or any other frameworks on smartphones?,2020-02-13 02:13:59,2020-03-14 22:24:58
60966874,https://stackoverflow.com/questions/60966874/running-the-event-loop-in-tf-federated,['tensorflow-federated'],running the event loop in tf federated,2020-04-01 16:45:08,2020-05-04 13:30:15
61458419,https://stackoverflow.com/questions/61458419/solved-tensorflow-federated-tff-learning-from-keras-model-with-a-model-wit,"['python', 'tensorflow', 'keras', 'tensorflow2.0', 'tensorflow-federated']",(SOLVED) Tensorflow Federated | tff.learning.from_keras_model() with a model with DenseFeature layer and multiple inputs,2020-04-27 20:00:53,2020-08-19 20:51:36
61603476,https://stackoverflow.com/questions/61603476/nameerror-name-filecheckpointmanager-is-not-defined-while-saving-model,['tensorflow-federated'],NameError: name &#39;FileCheckpointManager&#39; is not defined while saving model,2020-05-05 07:44:29,2020-05-05 10:31:18
61786305,https://stackoverflow.com/questions/61786305/tff-loading-a-pre-trained-keras-model,['tensorflow-federated'],TFF loading a pre-trained Keras model,2020-05-14 06:57:06,2020-05-17 03:33:23
62040659,https://stackoverflow.com/questions/62040659/grid-search-applicable-for-tff-and-fl,"['grid-search', 'tensorflow-federated', 'federated-learning']",Grid Search Applicable for TFF and FL.?,2020-05-27 18:14:02,2020-11-28 18:55:28
62598087,https://stackoverflow.com/questions/62598087/is-there-a-way-to-cast-a-federated-value,['tensorflow-federated'],Is there a way to cast a federated value?,2020-06-26 23:34:09,2020-06-30 00:19:09
62754913,https://stackoverflow.com/questions/62754913/attempting-to-capture-an-eagertensor-without-building-a-function-error-while,"['tensorflow', 'tensorflow2.0', 'tf.keras', 'tensorflow-federated']",&#39;Attempting to capture an EagerTensor without building a function&#39; Error: While building Federated Averaging Process,2020-07-06 19:18:06,2020-07-06 21:10:05
63460420,https://stackoverflow.com/questions/63460420/federated-tensorflow-memory-overloads-a-single-gpu,"['python', 'tensorflow', 'out-of-memory', 'tensorflow-federated']",Federated Tensorflow memory-overloads a single GPU,2020-08-18 08:54:46,2020-08-19 00:47:29
63539599,https://stackoverflow.com/questions/63539599/can-i-use-class-weight-in-keras-model-in-tensorflow-federated-learning-tff,"['python', 'tensorflow', 'tensorflow-federated']",Can I use class_weight in keras model in Tensorflow Federated Learning (TFF),2020-08-23 02:17:48,2020-08-24 21:47:11
63917893,https://stackoverflow.com/questions/63917893/run-tensorflow-federated-on-gpu-with-colab,"['tensorflow', 'google-colaboratory', 'tensorflow-federated']",Run TensorFlow Federated on GPU with Colab,2020-09-16 18:17:18,2020-09-25 23:01:35
65471612,https://stackoverflow.com/questions/65471612/tensorflow-federated-has-no-attribute-namedtupletype,"['python', 'tensorflow', 'tensorflow-federated', 'federated-learning']",&#39;tensorflow_federated&#39; has no attribute &#39;NamedTupleType,2020-12-28 07:57:17,2020-12-28 11:37:41
65498670,https://stackoverflow.com/questions/65498670/expected-a-tensorflow-computation-found-intrinsic,"['python', 'tensorflow', 'machine-learning', 'tensorflow-federated', 'federated-learning']","Expected a TensorFlow computation, found intrinsic",2020-12-30 04:56:21,2021-08-17 12:16:40
65578498,https://stackoverflow.com/questions/65578498/tff-valueerror-shapes-none-1-and-none-are-incompatible,"['tensorflow', 'tensorflow2.0', 'tensorflow-federated']","TFF : ValueError: Shapes (None, 1) and (None,) are incompatible",2021-01-05 20:02:33,2021-01-06 17:35:28
65637227,https://stackoverflow.com/questions/65637227/getting-valueerror-for-building-fedavg-from-multi-output-keras-model,"['keras', 'tensorflow2.0', 'tensorflow-federated']",Getting ValueError for building fedAvg from multi-output keras model,2021-01-09 06:25:37,2021-07-22 16:01:57
65987943,https://stackoverflow.com/questions/65987943/does-tff-serializalize-functions-of-another-library,['tensorflow-federated'],Does TFF serializalize functions of another library?,2021-02-01 14:12:56,2021-02-05 11:01:36
66265109,https://stackoverflow.com/questions/66265109/federated-learning-in-tensorflow-federated-is-there-any-way-to-apply-early-stop,"['tensorflow', 'tensorflow-federated', 'federated-learning']","Federated Learning in Tensorflow Federated, is there any way to apply Early stopping on the client side?",2021-02-19 01:31:39,2021-02-20 13:07:13
66579541,https://stackoverflow.com/questions/66579541/what-state-iterative-process-initialize-dow-in-federated-learning,"['tensorflow-federated', 'federated-learning']",What state = iterative_process.initialize() dow in Federated learning,2021-03-11 17:18:01,2021-04-04 15:52:14
67053731,https://stackoverflow.com/questions/67053731/error-using-update-struct-function-in-tensorflow-federated,"['tensorflow', 'tensorflow-federated']",Error using update_struct function in TensorFlow Federated,2021-04-12 14:45:56,2021-04-12 16:50:14
67213520,https://stackoverflow.com/questions/67213520/tff-does-tff-support-any-other-models-except-neurel-networks,['tensorflow-federated'],TFF: Does TFF support any other models except neurel networks?,2021-04-22 20:41:52,2021-04-23 10:58:19
67533039,https://stackoverflow.com/questions/67533039/tensorflow-keras-input-0-of-layer-lstm-is-incompatible-with-the-layer-expec,"['python', 'tensorflow', 'machine-learning', 'keras', 'tensorflow-federated']","Tensorflow / Keras : Input 0 of layer lstm is incompatible with the layer: expected ndim=3, found ndim=2",2021-05-14 18:45:35,2021-05-14 19:35:33
67633859,https://stackoverflow.com/questions/67633859/norm-clipping-technique-in-tff,"['tensorflow-federated', 'federated-learning']",Norm clipping technique in TFF,2021-05-21 17:06:13,2021-05-23 01:04:25
68341156,https://stackoverflow.com/questions/68341156/tensorflow-federated-tff-0-19-performs-significantly-worse-than-tff-0-17-when,['tensorflow-federated'],Tensorflow federated (TFF) 0.19 performs significantly worse than TFF 0.17 when running &quot;Building Your Own Federated Learning Algorithm&quot; tutorial,2021-07-12 09:54:37,2021-07-14 10:04:55
68668322,https://stackoverflow.com/questions/68668322/attributeerror-module-tensorflow-federated-python-simulation-has-no-attribute,"['python', 'tensorflow-federated']",AttributeError: module &#39;tensorflow_federated.python.simulation&#39; has no attribute &#39;HDF5ClientData&#39;,2021-08-05 22:17:45,2021-08-06 00:48:39
69783251,https://stackoverflow.com/questions/69783251/custom-aggregators-with-client-states-as-states,['tensorflow-federated'],custom aggregators with client_states as states,2021-10-31 09:13:52,2021-11-01 02:34:45
55750736,https://stackoverflow.com/questions/55750736/tensorflow-federated-adapting-existing-keras-model,"['python-3.x', 'tensorflow', 'tensorflow-federated']",TensorFlow Federated - Adapting existing keras model,2019-04-19 01:05:14,2019-04-19 03:12:27
56095605,https://stackoverflow.com/questions/56095605/adapting-an-existing-keras-model-with-multiple-inputs-to-tensorflow-federated,"['tensorflow', 'keras', 'tensorflow-federated']",Adapting an existing keras model with multiple inputs to tensorflow federated,2019-05-12 09:45:33,2019-05-16 01:05:49
60903579,https://stackoverflow.com/questions/60903579/error-when-running-tensorflow-federated-on-server,['tensorflow-federated'],Error when running TensorFlow Federated on server,2020-03-29 00:32:38,2020-03-31 16:28:10
60920524,https://stackoverflow.com/questions/60920524/error-while-using-gpu-based-remote-execution-with-tensorflow-federated,"['python', 'tensorflow-federated']",Error while using GPU based remote execution with Tensorflow federated,2020-03-30 04:48:31,2020-05-13 07:34:14
61102268,https://stackoverflow.com/questions/61102268/cant-run-tensorflow-federated-on-gpu,['tensorflow-federated'],Can&#39;t run Tensorflow-federated on GPU,2020-04-08 21:48:21,2020-04-13 20:19:43
62398225,https://stackoverflow.com/questions/62398225/when-using-building-a-federated-averaging-process-typeerror-expected-a-callab,['tensorflow-federated'],When using building a federated averaging process - TypeError: Expected a callable.... found Enhanced Model,2020-06-16 06:46:32,2020-06-16 09:53:58
62786889,https://stackoverflow.com/questions/62786889/error-while-encoding-with-hub-keraslayer-while-using-tff,"['tensorflow', 'tensorflow2.0', 'tf.keras', 'tensorflow-federated']",&#39;Error While Encoding with Hub.KerasLayer&#39; while using TFF,2020-07-08 11:01:59,2020-07-09 22:02:09
64196780,https://stackoverflow.com/questions/64196780/running-multiple-epochs-in-clients-of-federated-tensorflow,"['tensorflow', 'tensorflow2.0', 'tensorflow-federated']",Running multiple epochs in clients of federated-tensorflow,2020-10-04 23:52:49,2020-10-05 23:14:33
64374989,https://stackoverflow.com/questions/64374989/tff-remote-executor,['tensorflow-federated'],TFF: Remote Executor,2020-10-15 23:32:32,2021-01-30 20:35:01
66354417,https://stackoverflow.com/questions/66354417/tff-what-is-difference-between-two-type,['tensorflow-federated'],TFF: What is difference between two type?,2021-02-24 23:59:44,2021-04-17 01:52:58
66413948,https://stackoverflow.com/questions/66413948/per-example-clipping-in-tensorflow-federated-with-dp-fedavg,"['tensorflow', 'tensorflow2.0', 'tensorflow-federated']",Per example clipping in TensorFlow Federated with DP-FedAvg,2021-03-01 05:21:41,2021-03-03 01:29:03
67077765,https://stackoverflow.com/questions/67077765/model-spec-in-federated-learning-using-tensorflow-federated-core,"['tensorflow', 'tensorflow-federated', 'federated-learning']",MODEL_SPEC in Federated Learning (Using Tensorflow Federated Core),2021-04-13 23:21:31,2021-04-13 23:39:31
67982276,https://stackoverflow.com/questions/67982276/recommended-way-of-measuring-execution-time-in-tensorflow-federated,"['tensorflow', 'tensorflow-federated']",Recommended way of measuring execution time in Tensorflow Federated,2021-06-15 15:58:43,2021-06-15 21:49:45
69614134,https://stackoverflow.com/questions/69614134/tensorflow-federated-object-is-not-subscriptable,"['python', 'tensorflow', 'tensorflow-federated']",Tensorflow Federated object is not subscriptable,2021-10-18 17:59:16,2021-10-19 16:58:05
69891610,https://stackoverflow.com/questions/69891610/local-model-performance-in-tensorflow-federated,"['tensorflow', 'tensorflow-federated', 'federated-learning']",Local Model performance in Tensorflow Federated,2021-11-09 08:53:58,2021-11-09 09:29:34
68691256,https://stackoverflow.com/questions/68691256/attributeerror-module-tensorflow-privacy-has-no-attribute-dpquery,"['tensorflow', 'google-colaboratory', 'attributeerror', 'tensorflow-federated', 'federated-learning']",AttributeError: module &#39;tensorflow_privacy&#39; has no attribute &#39;DPQuery&#39;,2021-08-07 17:53:15,2021-08-07 20:15:56
66546336,https://stackoverflow.com/questions/66546336/the-initialize-computation-to-construct-the-server-state,"['tensorflow-federated', 'federated-learning']",the initialize computation to construct the server state,2021-03-09 19:50:01,2021-04-13 09:00:27
66277912,https://stackoverflow.com/questions/66277912/the-validation-accuracy-gets-lower-when-the-number-of-workers-increases-in-feder,"['tensorflow-federated', 'federated-learning']",The validation accuracy gets lower when the number of workers increases in Federated Learning with non-IID dataset,2021-02-19 20:51:53,2021-02-20 22:14:18
65481370,https://stackoverflow.com/questions/65481370/size-mismatch-in-tensorflow-federated-eager-executor,"['python', 'tensorflow', 'machine-learning', 'tensorflow-federated', 'federated-learning']",Size mismatch in tensorflow_federated eager executor,2020-12-29 01:14:26,2020-12-29 06:35:54
61243073,https://stackoverflow.com/questions/61243073/does-tensorflow-federated-support-dynamic-batch-size,"['tensorflow', 'tensorflow2.0', 'tensorflow-federated', 'federated-learning']",Does tensorflow-federated support dynamic batch size?,2020-04-16 13:09:39,2020-11-28 18:56:40
60866002,https://stackoverflow.com/questions/60866002/pysyft-client-and-server,"['websocket', 'federated-learning', 'pysyft']",Pysyft client and server,2020-03-26 19:17:03,2020-11-28 19:01:42
60202610,https://stackoverflow.com/questions/60202610/pysyft-federated-learning-error-with-websockets,"['python', 'websocket', 'pytorch', 'federated-learning', 'pysyft']","Pysyft Federated learning, Error with Websockets",2020-02-13 15:33:37,2020-11-28 19:03:07
59484278,https://stackoverflow.com/questions/59484278/pureframeworktensorfounderror-runtime-error-fedeartedlearning,"['python', 'pytorch', 'federated-learning', 'pysyft']","PureFrameworkTensorFoundError, Runtime error -FedeartedLearning",2019-12-26 13:43:05,2020-11-28 19:09:32
59481435,https://stackoverflow.com/questions/59481435/valueerror-the-name-sequential-is-used-4-times-in-the-model-all-the-layer-na,"['machine-learning', 'keras', 'ensemble-learning', 'federated-learning']",ValueError: The name &quot;Sequential&quot; is used 4 times in the model. All the layer names should be unique?,2019-12-26 03:52:53,2020-11-28 18:58:47
69499432,https://stackoverflow.com/questions/69499432/federated-averaging-and-tensorflow,"['tensorflow', 'tensorflow-federated', 'federated-learning']",Federated Averaging and TensorFlow,2021-10-09 01:03:26,2021-10-12 01:13:13
68018178,https://stackoverflow.com/questions/68018178/federated-learning-for-image-classification-in-colab,"['python', 'machine-learning', 'tensorflow-federated', 'federated-learning']",Federated Learning for Image Classification in colab,2021-06-17 19:12:23,2021-06-20 01:09:27
67051923,https://stackoverflow.com/questions/67051923/no-module-named-tensorflow-fedarated,"['python-3.x', 'tensorflow', 'google-colaboratory', 'federated-learning']",No module named &#39;tensorflow_fedarated&#39;,2021-04-12 10:21:55,2021-04-22 21:06:21
66304067,https://stackoverflow.com/questions/66304067/error-while-executing-federated-learning-text-generation-tutorial-in-colab,"['tensorflow', 'google-colaboratory', 'tensorflow-datasets', 'tensorflow-federated', 'federated-learning']",Error while executing federated learning text generation tutorial in Colab,2021-02-21 23:43:42,2021-02-22 01:09:24
65527210,https://stackoverflow.com/questions/65527210/lstm-sequence-prediction-overfits-on-one-specific-value-only,"['machine-learning', 'keras', 'lstm', 'federated-learning']",LSTM sequence prediction overfits on one specific value only,2021-01-01 12:01:35,2021-01-06 15:42:16
64962547,https://stackoverflow.com/questions/64962547/converting-csv-file-data-into-federated-data,"['python', 'pandas', 'tensorflow', 'tensorflow-federated', 'federated-learning']",Converting CSV file data into federated data,2020-11-23 12:26:19,2020-11-28 19:12:17
64037971,https://stackoverflow.com/questions/64037971/using-dart-pigeon-in-a-federated-model,"['dart', 'plugins', 'federated-learning']",Using dart pigeon in a federated model,2020-09-24 08:28:34,2021-12-11 23:53:28
66576677,https://stackoverflow.com/questions/66576677/accuracy-decreasing-after-iteration-in-federated-learning-setting,"['python', 'tensorflow', 'machine-learning', 'mnist', 'federated-learning']",Accuracy decreasing after iteration in federated learning setting,2021-03-11 12:53:21,2021-03-31 20:37:33
66680070,https://stackoverflow.com/questions/66680070/attributeerror-type-object-tensor-has-no-attribute-fft,['pysyft'],AttributeError: type object &#39;Tensor&#39; has no attribute &#39;fft&#39;,2021-03-18 03:37:23,2021-07-03 14:55:39
58367187,https://stackoverflow.com/questions/58367187/modulenotfounderror-no-module-named-syft-pysyft,"['python', 'conda', 'pysyft']",ModuleNotFoundError: No module named &#39;syft&#39; (PySyft),2019-10-14 03:42:39,2020-11-28 19:03:40
56975953,https://stackoverflow.com/questions/56975953/what-does-this-warning-mean-in-pate-analysis,"['python', 'pytorch', 'pysyft']",What does this warning mean in PATE analysis?,2019-07-11 01:38:33,2020-11-28 19:09:11
59239818,https://stackoverflow.com/questions/59239818/pysyft-torrch-jit-script-runtimeerror-undefined-value-reduction,"['python', 'pytorch', 'jit', 'pysyft']",pysyft torrch.jit. script RuntimeError: undefined value _Reduction,2019-12-09 04:54:55,2020-11-28 19:04:01
66483639,https://stackoverflow.com/questions/66483639/attributeerror-module-syft-has-no-attribute-torchhook,"['python', 'encryption', 'pysyft']",AttributeError: module &#39;syft&#39; has no attribute &#39;TorchHook&#39;,2021-03-05 05:54:50,2021-10-08 09:42:23
65236793,https://stackoverflow.com/questions/65236793/multiple-values-for-argument,"['python', 'pytorch', 'pysyft']",Multiple values for argument,2020-12-10 22:49:39,2020-12-10 23:12:23
60365627,https://stackoverflow.com/questions/60365627/syft-pysyft-modulenotfounderror-syft-proto-messaging-v1-protocol-pb2,"['python', 'installation', 'google-colaboratory', 'pysyft']",Syft (PySyft) : ModuleNotFoundError &#39;syft_proto.messaging.v1.protocol_pb2&#39;,2020-02-24 02:50:23,2020-11-28 19:05:15
62323656,https://stackoverflow.com/questions/62323656/tff-federated-learning-evaluation-approach,"['machine-learning', 'tensorflow-federated']","TFF Federated Learning, Evaluation Approach",2020-06-11 19:46:14,2020-06-13 02:27:36
71428904,https://stackoverflow.com/questions/71428904/valueerror-layer-sequential-expects-1-inputs-but-it-received-10-input-tens,"['python', 'tensorflow', 'keras', 'tensorflow-federated']","ValueError: Layer &quot;sequential&quot; expects 1 input(s), but it received 10 input tensors",2022-03-11 02:14:36,2022-03-15 23:48:50
66776030,https://stackoverflow.com/questions/66776030/proper-way-of-saving-clients-federated-datasets,"['tensorflow', 'tensorflow-datasets', 'tensorflow-federated']",Proper way of saving clients&#39; federated datasets,2021-03-24 14:53:00,2021-08-08 22:00:04
69542184,https://stackoverflow.com/questions/69542184/runtimeerror-no-default-context-installed-when-using-tensorflow-federated,"['python', 'tensorflow', 'runtime-error', 'tensorflow-federated']",&quot;RuntimeError: No default context installed. &quot; when using Tensorflow Federated,2021-10-12 22:17:52,2021-10-13 07:17:13
71251685,https://stackoverflow.com/questions/71251685/module-keras-api-v2-keras-experimental-has-no-attribute-peepholelstmcell,"['python', 'tensorflow', 'google-colaboratory', 'tensorflow-federated']",module &#39;keras.api._v2.keras.experimental&#39; has no attribute &#39;PeepholeLSTMCell&#39;,2022-02-24 20:05:07,2022-03-08 20:26:42
71273332,https://stackoverflow.com/questions/71273332/tff-simulation-datasets-clientdata-to-build-federated-learning-model-from-csv-fi,"['python', 'tensorflow', 'tensorflow-federated']",tff.simulation.datasets.ClientData to build federated learning model from CSV files,2022-02-26 09:20:40,2022-02-26 23:23:21
71285825,https://stackoverflow.com/questions/71285825/using-create-tf-dataset-for-client-to-define-the-training-examples-in-the-data,"['python', 'tensorflow', 'tensorflow-datasets', 'tensorflow-federated', 'federated-learning']",Using create_tf_dataset_for_client() to define the training examples in the dataset,2022-02-27 22:59:35,2022-03-03 06:59:30
71289273,https://stackoverflow.com/questions/71289273/tff-train-test-client-split-to-partition-each-client-data,"['python', 'tensorflow', 'machine-learning', 'tensorflow-datasets', 'tensorflow-federated']",TFF: train_test_client_split to partition each client data,2022-02-28 07:29:09,2022-02-28 21:57:18
71322383,https://stackoverflow.com/questions/71322383/tff-define-the-usage-of-tensorflow-take-function,"['python', 'tensorflow', 'machine-learning', 'tensorflow-datasets', 'tensorflow-federated']",Tff: define the usage of Tensorflow.take() function,2022-03-02 20:03:59,2022-03-03 00:12:45
71330639,https://stackoverflow.com/questions/71330639/splitting-the-data-into-training-and-testing-in-federated-learning,"['python', 'tensorflow', 'tensorflow-datasets', 'tensorflow-federated']",splitting the data into training and testing in federated learning,2022-03-03 08:04:24,2022-03-10 21:35:39
71506975,https://stackoverflow.com/questions/71506975/valueerror-missing-data-for-input-input-2-you-passed-a-data-dictionary-with,"['python', 'tensorflow', 'keras', 'tensorflow-federated']","ValueError: Missing data for input &quot;input_2&quot;. You passed a data dictionary with keys [&#39;y&#39;, &#39;x&#39;]. Expected the following keys: [&#39;input_2&#39;]",2022-03-17 12:05:40,2022-03-18 02:08:22
60815004,https://stackoverflow.com/questions/60815004/modulenotfounderror-no-module-named-tensorflow-federated-python-research,"['python', 'ubuntu', 'deep-learning', 'tensorflow2.0', 'tensorflow-federated']",ModuleNotFoundError: No module named &#39;tensorflow_federated.python.research&#39;,2020-03-23 21:59:14,2020-03-23 22:56:50
66451298,https://stackoverflow.com/questions/66451298/federating-learning-process-with-poisson-subsampling-of-participants,['tensorflow-federated'],Federating learning process with poisson subsampling of participants,2021-03-03 13:32:59,2021-03-10 06:33:45
71209010,https://stackoverflow.com/questions/71209010/mnist-shard-descriptor-indexerror-list-index-out-of-range,"['deep-learning', 'sharding', 'mnist', 'federated-learning']",MNIST Shard Descriptor: IndexError: list index out of range,2022-02-21 23:34:31,2022-03-01 16:01:58
70825390,https://stackoverflow.com/questions/70825390/limited-number-of-clients-used-in-federated-learning,"['tensorflow-federated', 'federated', 'federated-learning']",Limited number of clients used in federated learning,2022-01-24 02:40:06,2022-02-06 12:37:43
70338012,https://stackoverflow.com/questions/70338012/running-out-of-ram-using-fileperuserclientdata,"['tensorflow-datasets', 'tensorflow-federated', 'federated-learning']",Running Out of RAM using FilePerUserClientData,2021-12-14 00:42:47,2022-01-01 01:30:15
70590588,https://stackoverflow.com/questions/70590588/typeerror-init-got-an-unexpected-keyword-argument-intialize-fn,"['tensorflow', 'tensorflow-federated', 'federated-learning']",TypeError: __init__() got an unexpected keyword argument &#39;intialize_fn&#39;,2022-01-05 17:33:12,2022-01-06 03:40:21
69841983,https://stackoverflow.com/questions/69841983/intel-openfl-runtimeerror-mat1-and-mat2-shapes-cannot-be-multiplied-128x512,"['neural-network', 'runtime-error', 'intel', 'openfl', 'federated-learning']",Intel OpenFL - RuntimeError: mat1 and mat2 shapes cannot be multiplied (128x512 and 2048x4096),2021-11-04 23:45:40,2022-02-23 23:36:43
58484719,https://stackoverflow.com/questions/58484719/tensor-type-error-when-federated-learning,"['python', 'pandas', 'dataframe', 'tensorflow', 'tensorflow-federated']",Tensor type error when federated learning,2019-10-21 18:48:59,2019-10-22 20:37:32
68891143,https://stackoverflow.com/questions/68891143/tensorflow-federated-tff-typeerror-in-tff-templates-iterativeprocess-next-wh,"['tensorflow', 'python-3.6', 'tensorflow-federated']",TensorFlow Federated (TFF) TypeError in tff.templates.IterativeProcess.next() when clients_per_round exceed 99,2021-08-23 18:39:29,2021-08-25 12:14:50
71396780,https://stackoverflow.com/questions/71396780/loading-multiple-csv-files-silos-to-compose-tensorflow-federated-dataset,"['tensorflow-datasets', 'tensorflow-federated']",Loading multiple CSV files (silos) to compose Tensorflow Federated dataset,2022-03-08 22:38:54,2022-03-11 01:04:21
